source,outer_key,name,group,oracle,untuned_J,raw_R+B,raw_R+P+B,selected_model,selected_alpha,selected,B_nested,B_alpha,B_inner_score,R+B_nested,R+B_alpha,R+B_inner_score,R+P+B_nested,R+P+B_alpha,R+P+B_inner_score,full7_nested,full7_alpha,full7_inner_score
g5_3deg_45deg,D,Group_D4_37091_3deg_45deg,D,1.272814406274165,4.010300730484651,4.122636470068676,4.010300730484651,R+B,0.01,4.02155827077736,4.122636470068676,0.01,2.0589996775474892,4.02155827077736,0.01,2.044872592604945,4.02155827077736,100.0,2.130768942830599,4.103953790695181,10.0,2.205847317616035
g5_3deg_0deg,D,Group_D5_37095_3deg_0deg,D,1.0418500479476032,1.0915144147253715,1.05258816204122,1.0915144147253715,R+B,0.01,1.469673682958421,1.05258816204122,0.01,2.0589996775474892,1.469673682958421,0.01,2.044872592604945,1.0915144147253715,100.0,2.130768942830599,1.5193007246902728,10.0,2.205847317616035
g5_3deg_30deg,D,Group_D5_37095_3deg_30deg,D,1.0050329878012147,1.1094578849258703,1.0190725465212407,1.1094578849258703,R+B,0.01,1.0618425105362785,1.1081112692983872,0.01,2.0589996775474892,1.0618425105362785,0.01,2.044872592604945,1.1094578849258703,100.0,2.130768942830599,1.0873499822345147,10.0,2.205847317616035
g5_3deg_45deg,D,Group_D5_37095_3deg_45deg,D,1.2413792783126263,125.33521048745074,121.52280655330976,125.33521048745074,R+B,0.01,121.52280655330976,123.1627920062058,0.01,2.0589996775474892,121.52280655330976,0.01,2.044872592604945,125.33521048745074,100.0,2.130768942830599,125.75176353113233,10.0,2.205847317616035
g5_3deg_0deg,D,Group_D6_37111_3deg_0deg,D,1.0433482148638864,1.5674199757870884,1.668032036302364,1.5674199757870884,R+B,0.01,1.504930101247854,1.8735880072274833,0.01,2.0589996775474892,1.504930101247854,0.01,2.044872592604945,1.2671619955335545,100.0,2.130768942830599,1.1932808336220835,10.0,2.205847317616035
g5_3deg_30deg,D,Group_D6_37111_3deg_30deg,D,1.0327538869379655,1.45374937520825,1.8769084251893853,1.45374937520825,R+B,0.01,1.793409187834532,1.9953446876114744,0.01,2.0589996775474892,1.793409187834532,0.01,2.044872592604945,1.4341634692406697,100.0,2.130768942830599,1.3950846619964326,10.0,2.205847317616035
g5_3deg_45deg,D,Group_D6_37111_3deg_45deg,D,1.014026508212745,1.1223354730173,2.297489439739129,1.1223354730173,R+B,0.01,2.119294077201533,2.028361610997928,0.01,2.0589996775474892,2.119294077201533,0.01,2.044872592604945,1.7801952262433542,100.0,2.130768942830599,1.7239398800000405,10.0,2.205847317616035
g5_3deg_60deg,D,Group_D6_37111_3deg_60deg,D,1.253970642375463,2.0420984039048196,5.464090041365956,2.0420984039048196,R+B,0.01,5.704091779584902,3.2082865527036715,0.01,2.0589996775474892,5.704091779584902,0.01,2.044872592604945,5.1485127364135135,100.0,2.130768942830599,4.542742621148886,10.0,2.205847317616035
g5_3deg_0deg,D,Group_D7_37137_3deg_0deg,D,1.0,1.1478708257453882,1.2154240589549512,1.1478708257453882,R+B,0.01,1.2154240589549512,1.5339723590440373,0.01,2.0589996775474892,1.2154240589549512,0.01,2.044872592604945,1.130312574816254,100.0,2.130768942830599,1.1840437887653088,10.0,2.205847317616035
g5_3deg_30deg,D,Group_D7_37137_3deg_30deg,D,1.0,1.1191469075083065,1.0941763304726821,1.1191469075083065,R+B,0.01,1.0941763304726821,1.2911966119365499,0.01,2.0589996775474892,1.0941763304726821,0.01,2.044872592604945,1.018373736397367,100.0,2.130768942830599,1.2081605303800764,10.0,2.205847317616035
